  1.0142857e+001  3.3428571e+001
  1.4134503e+001  2.8637427e+001
  1.4181287e+001  2.8590643e+001
  1.4222222e+001  2.8539181e+001
  1.4257310e+001  2.8473684e+001
  1.4298246e+001  2.8403509e+001
  1.4327485e+001  2.8338012e+001
  1.4350877e+001  2.8253801e+001
  1.4368421e+001  2.8183626e+001
  1.4397661e+001  2.8104094e+001
  1.4432749e+001  2.8029240e+001
  1.4467836e+001  2.7963743e+001
  1.4514620e+001  2.7893567e+001
  1.4567251e+001  2.7823392e+001
  1.4625731e+001  2.7762573e+001
  1.4789474e+001  2.7640936e+001
  1.5067251e+001  2.7518129e+001
  1.5149123e+001  2.7499415e+001
  1.5312865e+001  2.7487719e+001
  1.5459064e+001  2.7494737e+001
  1.5587719e+001  2.7522807e+001
  1.5698830e+001  2.7560234e+001
  1.5809942e+001  2.7614035e+001
  1.5897661e+001  2.7672515e+001
  1.5967836e+001  2.7726316e+001
  1.6026316e+001  2.7782456e+001
  1.6090643e+001  2.7840936e+001
  1.6154971e+001  2.7892398e+001
  1.6201754e+001  2.7927485e+001
  1.6254386e+001  2.7955556e+001
  1.6383041e+001  2.8021053e+001
  2.2271739e+001  3.0289130e+001
