  3.2000000e+001  2.3000000e+001
  3.5866959e+001  2.4435088e+001
  3.5896199e+001  2.4446784e+001
  3.5919591e+001  2.4458480e+001
  3.5945906e+001  2.4471345e+001
  3.5966374e+001  2.4483041e+001
  3.5989766e+001  2.4495906e+001
  3.6004386e+001  2.4504094e+001
  3.6030702e+001  2.4516959e+001
  3.6051170e+001  2.4527485e+001
  3.6077485e+001  2.4536842e+001
  3.6106725e+001  2.4549708e+001
  3.6130117e+001  2.4561404e+001
  3.6162281e+001  2.4574269e+001
  3.6206140e+001  2.4588304e+001
  3.6261696e+001  2.4604678e+001
  3.6373977e+001  2.4624854e+001
  3.6426608e+001  2.4629532e+001
  3.6476316e+001  2.4631871e+001
  3.6520175e+001  2.4631871e+001
  3.6561111e+001  2.4630117e+001
  3.6604971e+001  2.4626023e+001
  3.6642982e+001  2.4621345e+001
  3.6689766e+001  2.4613743e+001
  3.6721930e+001  2.4606725e+001
  3.6757018e+001  2.4597953e+001
  3.6795029e+001  2.4587427e+001
  3.6824269e+001  2.4580409e+001
  3.6859357e+001  2.4573392e+001
  3.6888596e+001  2.4568129e+001
  3.6935380e+001  2.4562865e+001
  4.3524793e+001  2.3830579e+001
