  1.5067961e+001  2.7518447e+001
  2.1111111e+001  2.9840205e+001
  2.1162573e+001  2.9866813e+001
  2.1218713e+001  2.9897515e+001
  2.1274854e+001  2.9930263e+001
  2.1321637e+001  2.9965058e+001
  2.1359064e+001  2.9997807e+001
  2.1401170e+001  3.0038743e+001
  2.1452632e+001  3.0083772e+001
  2.1508772e+001  3.0126754e+001
  2.1569591e+001  3.0161550e+001
  2.1611696e+001  3.0190205e+001
  2.1677193e+001  3.0218860e+001
  2.1742690e+001  3.0247515e+001
  2.1859649e+001  3.0278216e+001
  2.2023392e+001  3.0302778e+001
  2.2267544e+001  3.0289474e+001
  2.2386257e+001  3.0257895e+001
  2.2472222e+001  3.0229825e+001
  2.2570468e+001  3.0177193e+001
  2.2680994e+001  3.0110526e+001
  2.2758772e+001  3.0043860e+001
  2.2840643e+001  2.9963158e+001
  2.2918421e+001  2.9857895e+001
  2.2971637e+001  2.9766667e+001
  2.3012573e+001  2.9696491e+001
  2.3037135e+001  2.9657895e+001
  2.3061696e+001  2.9605263e+001
  2.3094444e+001  2.9563158e+001
  2.3139474e+001  2.9500000e+001
  2.3204971e+001  2.9426316e+001
  2.7751590e+001  2.5215194e+001
