  3.3404762e+001  3.3547619e+001
  3.6070175e+001  3.4756579e+001
  3.6122807e+001  3.4774123e+001
  3.6181287e+001  3.4800439e+001
  3.6245614e+001  3.4817982e+001
  3.6304094e+001  3.4831140e+001
  3.6380117e+001  3.4848684e+001
  3.6473684e+001  3.4866228e+001
  3.6543860e+001  3.4883772e+001
  3.6619883e+001  3.4905702e+001
  3.6678363e+001  3.4932018e+001
  3.6730994e+001  3.4967105e+001
  3.6783626e+001  3.4989035e+001
  3.6818713e+001  3.5010965e+001
  3.6877193e+001  3.5054825e+001
  3.6941520e+001  3.5120614e+001
  3.6918860e+001  3.5096491e+001
  3.7010965e+001  3.5184211e+001
  3.7059211e+001  3.5242690e+001
  3.7094298e+001  3.5307018e+001
  3.7146930e+001  3.5394737e+001
  3.7177632e+001  3.5459064e+001
  3.7199561e+001  3.5523392e+001
  3.7217105e+001  3.5581871e+001
  3.7239035e+001  3.5657895e+001
  3.7247807e+001  3.5722222e+001
  3.7247807e+001  3.5798246e+001
  3.7252193e+001  3.5856725e+001
  3.7260965e+001  3.5926901e+001
  3.7260965e+001  3.5991228e+001
  3.7282895e+001  3.6114035e+001
  4.0342975e+001  4.6309917e+001
