  3.7005263e+001  3.5184211e+001
  3.9942398e+001  4.4959064e+001
  3.9974561e+001  4.5087719e+001
  3.9986257e+001  4.5175439e+001
  3.9995029e+001  4.5280702e+001
  3.9983333e+001  4.5397661e+001
  3.9968713e+001  4.5532164e+001
  3.9974561e+001  4.5654971e+001
  3.9995029e+001  4.5754386e+001
  4.0018421e+001  4.5836257e+001
  4.0059357e+001  4.5947368e+001
  4.0103216e+001  4.6023392e+001
  4.0150000e+001  4.6111111e+001
  4.0188012e+001  4.6152047e+001
  4.0252339e+001  4.6233918e+001
  4.0342982e+001  4.6309942e+001
  4.0397368e+001  4.6346199e+001
  4.0460526e+001  4.6385965e+001
  4.0523684e+001  4.6423392e+001
  4.0613158e+001  4.6460819e+001
  4.0713158e+001  4.6498246e+001
  4.0828947e+001  4.6516959e+001
  4.0955263e+001  4.6526316e+001
  4.1076316e+001  4.6521637e+001
  4.1181579e+001  4.6507602e+001
  4.1276316e+001  4.6479532e+001
  4.1360526e+001  4.6456140e+001
  4.1434211e+001  4.6432749e+001
  4.1507895e+001  4.6418713e+001
  4.1618421e+001  4.6407018e+001
  4.1744737e+001  4.6409357e+001
  5.0000000e+001  4.7000000e+001
